freq_hz,amplitude
0,0.00278112
0.15625,0.00292973
0.3125,0.0050079
0.46875,0.00209732
0.625,0.00414507
0.78125,0.00466271
0.9375,0.0024841
1.09375,0.00194916
1.25,0.00283494
1.40625,0.00437609
1.5625,0.00399261
1.71875,0.00233163
1.875,0.00347025
2.03125,0.0044239
2.1875,0.00343057
2.34375,0.00427838
2.5,0.00562526
2.65625,0.00447938
2.8125,0.00330501
2.96875,0.00248149
3.125,0.00312101
3.28125,0.0037863
3.4375,0.00531811
3.59375,0.00485211
3.75,0.00300893
3.90625,0.00545111
4.0625,0.00362449
4.21875,0.00452247
4.375,0.00215894
4.53125,0.00214821
4.6875,0.00254054
4.84375,0.00529087
5,0.00446627
5.15625,0.00514897
5.3125,0.00432372
5.46875,0.00336512
5.625,0.00380852
5.78125,0.00411825
5.9375,0.00520088
6.09375,0.00349263
6.25,0.00532226
6.40625,0.00419994
6.5625,0.00506887
6.71875,0.00373388
6.875,0.00451747
7.03125,0.00309306
7.1875,0.0038337
7.34375,0.00259822
7.5,0.00213273
7.65625,0.0018825
7.8125,0.00455548
7.96875,0.00356615
8.125,0.0053444
8.28125,0.00509235
8.4375,0.0032787
8.59375,0.00565042
8.75,0.00411268
8.90625,0.0048131
9.0625,0.00336775
9.21875,0.00251742
9.375,0.00241913
9.53125,0.00245712
9.6875,0.00416
9.84375,0.0021808
10,0.00180718
10.15625,0.00508354
10.3125,0.00212753
10.46875,0.00354259
10.625,0.00369537
10.78125,0.00422635
10.9375,0.00375789
11.09375,0.005504
11.25,0.0047507
11.40625,0.00404178
11.5625,0.00421427
11.71875,0.00376811
11.875,0.00561449
12.03125,0.00264014
12.1875,0.0045034
12.34375,0.00396373
12.5,0.00189623
12.65625,0.00292029
12.8125,0.005463
12.96875,0.00488838
13.125,0.00177865
13.28125,0.00292221
13.4375,0.00176646
13.59375,0.00506125
13.75,0.00217167
13.90625,0.00195846
14.0625,0.00568348
14.21875,0.00352359
14.375,0.00300992
14.53125,0.00192445
14.6875,0.00329683
14.84375,0.00320191
15,0.00383633
15.15625,0.00175429
15.3125,0.00232317
15.46875,0.00257269
15.625,0.00350197
15.78125,0.00294509
15.9375,0.00419837
16.09375,0.00287711
16.25,0.00539234
16.40625,0.00560283
16.5625,0.00196644
16.71875,0.00256936
16.875,0.00399567
17.03125,0.00483235
17.1875,0.00198493
17.34375,0.00247161
17.5,0.00356731
17.65625,0.00442146
17.8125,0.00536694
17.96875,0.00522044
18.125,0.00492541
18.28125,0.00193943
18.4375,0.00566234
18.59375,0.00420361
18.75,0.00207395
18.90625,0.00275419
19.0625,0.0042283
19.21875,0.0032809
19.375,0.00352655
19.53125,0.00496905
19.6875,0.00504741
19.84375,0.00393024
20,0.00492016
20.15625,0.00336296
20.3125,0.00565365
20.46875,0.00416546
20.625,0.00562632
20.78125,0.00190419
20.9375,0.00528379
21.09375,0.00398098
21.25,0.00460258
21.40625,0.00250301
21.5625,0.00393792
21.71875,0.0028926
21.875,0.00215198
22.03125,0.00173979
22.1875,0.00538109
22.34375,0.00443038
22.5,0.00255309
22.65625,0.00276583
22.8125,0.00360307
22.96875,0.00502426
23.125,0.00220092
23.28125,0.00562667
23.4375,0.00553047
23.59375,0.00271281
23.75,0.004309
23.90625,0.00317797
24.0625,0.00453683
24.21875,0.00207718
24.375,0.00362069
24.53125,0.00409829
24.6875,0.00425135
24.84375,0.00451859
25,0.0053188
25.15625,0.00269907
25.3125,0.00234425
25.46875,0.00330091
25.625,0.00401906
25.78125,0.00559743
25.9375,0.00458995
26.09375,0.00470253
26.25,0.00564654
26.40625,0.00280583
26.5625,0.00277245
26.71875,0.00342959
26.875,0.00291735
27.03125,0.00435059
27.1875,0.00556191
27.34375,0.00234552
27.5,0.00381403
27.65625,0.00445727
27.8125,0.00371422
27.96875,0.00540891
28.125,0.0046963
28.28125,0.00528171
28.4375,0.00217731
28.59375,0.00251578
28.75,0.0019917
28.90625,0.00506872
29.0625,0.00560666
29.21875,0.00178332
29.375,0.00490727
29.53125,0.00465977
29.6875,0.00538652
29.84375,0.0100738
30,0.0287824
30.15625,0.0100738
30.3125,0.00431736
30.46875,0.00472977
30.625,0.00189704
30.78125,0.00454599
30.9375,0.00286917
31.09375,0.00369103
31.25,0.00531941
31.40625,0.00270777
31.5625,0.00361407
31.71875,0.00315763
31.875,0.00249409
32.03125,0.00363554
32.1875,0.00245883
32.34375,0.00494657
32.5,0.00420439
32.65625,0.00286783
32.8125,0.00564811
32.96875,0.00311825
33.125,0.0044318
33.28125,0.0046815
33.4375,0.00279568
33.59375,0.00177435
33.75,0.00532377
33.90625,0.00558086
34.0625,0.00241288
34.21875,0.0023459
34.375,0.00347039
34.53125,0.00413487
34.6875,0.00571209
34.84375,0.00560939
35,0.00570753
35.15625,0.00271648
35.3125,0.00414017
35.46875,0.0034833
35.625,0.00265939
35.78125,0.00199038
35.9375,0.00240684
36.09375,0.00317134
36.25,0.00208163
36.40625,0.00233435
36.5625,0.00190687
36.71875,0.00423697
36.875,0.00371236
37.03125,0.00270835
37.1875,0.00384789
37.34375,0.00343727
37.5,0.00438303
37.65625,0.00548516
37.8125,0.00315055
37.96875,0.00432661
38.125,0.00260908
38.28125,0.0055143
38.4375,0.00421596
38.59375,0.00236662
38.75,0.00276274
38.90625,0.00236825
39.0625,0.00244877
39.21875,0.0029632
39.375,0.00504354
39.53125,0.00356868
39.6875,0.00284381
39.84375,0.00341563
40,0.00280444
40.15625,0.00468334
40.3125,0.00196381
40.46875,0.0028924
40.625,0.00302948
40.78125,0.00245838
40.9375,0.0431736
41.09375,0.100738
41.25,0.287824
41.40625,0.100738
41.5625,0.0431736
41.71875,0.00319314
41.875,0.00437003
42.03125,0.00260231
42.1875,0.00181479
42.34375,0.00302614
42.5,0.00486621
42.65625,0.00510146
42.8125,0.00313261
42.96875,0.00513972
43.125,0.00192983
43.28125,0.00383082
43.4375,0.00276424
43.59375,0.00349622
43.75,0.00262006
43.90625,0.0053276
44.0625,0.00294457
44.21875,0.00553603
44.375,0.00216653
44.53125,0.00345896
44.6875,0.00351382
44.84375,0.00458564
45,0.00311722
45.15625,0.00371147
45.3125,0.00201082
45.46875,0.00298026
45.625,0.0046483
45.78125,0.00215372
45.9375,0.00359075
46.09375,0.00268084
46.25,0.00239377
46.40625,0.00221579
46.5625,0.00500645
46.71875,0.00449385
46.875,0.00325598
47.03125,0.00330508
47.1875,0.00466229
47.34375,0.00416061
47.5,0.00541806
47.65625,0.00543176
47.8125,0.00366989
47.96875,0.00438295
48.125,0.0039217
48.28125,0.00297725
48.4375,0.00355439
48.59375,0.00463295
48.75,0.003954
48.90625,0.00427525
49.0625,0.00368962
49.21875,0.005567
49.375,0.00485572
49.53125,0.00225395
49.6875,0.00500743
49.84375,0.00542436
50,0.0050177
50.15625,0.00310951
50.3125,0.00320945
50.46875,0.00270699
50.625,0.00195141
50.78125,0.00362913
50.9375,0.00515399
51.09375,0.0048249
51.25,0.0043953
51.40625,0.00514073
51.5625,0.00438287
51.71875,0.00262687
51.875,0.00496329
52.03125,0.00320788
52.1875,0.00531348
52.34375,0.00304252
52.5,0.00209727
52.65625,0.0046681
52.8125,0.00216071
52.96875,0.00523351
53.125,0.00338681
53.28125,0.00487047
53.4375,0.0259042
53.59375,0.0604431
53.75,0.172694
53.90625,0.0604431
54.0625,0.0259042
54.21875,0.00230326
54.375,0.00295188
54.53125,0.00319887
54.6875,0.00422359
54.84375,0.00225126
55,0.00247171
55.15625,0.00487505
55.3125,0.00461159
55.46875,0.00355718
55.625,0.00286329
55.78125,0.00451621
55.9375,0.00361214
56.09375,0.00298222
56.25,0.00525151
56.40625,0.00254027
56.5625,0.00496783
56.71875,0.00421646
56.875,0.00432995
57.03125,0.0044757
57.1875,0.00474213
57.34375,0.00527675
57.5,0.00543647
