freq_hz,amplitude
0,0.00921926
0.15625,0.00399724
0.3125,0.00500786
0.46875,0.0091618
0.625,0.00643643
0.78125,0.00616975
0.9375,0.0099789
1.09375,0.00736491
1.25,0.00744544
1.40625,0.00569217
1.5625,0.00626405
1.71875,0.00763095
1.875,0.00535023
2.03125,0.0065881
2.1875,0.00374244
2.34375,0.00610865
2.5,0.00619523
2.65625,0.00628101
2.8125,0.0063821
2.96875,0.010669
3.125,0.00886055
3.28125,0.0065783
3.4375,0.00470404
3.59375,0.00989917
3.75,0.0100924
3.90625,0.00807993
4.0625,0.00417802
4.21875,0.00543465
4.375,0.00476628
4.53125,0.00533107
4.6875,0.00536043
4.84375,0.00643281
5,0.01054
5.15625,0.00721123
5.3125,0.00971821
5.46875,0.00424729
5.625,0.00713632
5.78125,0.00394302
5.9375,0.00785447
6.09375,0.00646932
6.25,0.00547057
6.40625,0.00443135
6.5625,0.00349512
6.71875,0.00726119
6.875,0.0111671
7.03125,0.00981294
7.1875,0.0038218
7.34375,0.00626502
7.5,0.00836695
7.65625,0.00357064
7.8125,0.00426492
7.96875,0.00452868
8.125,0.00679015
8.28125,0.0077914
8.4375,0.00763343
8.59375,0.00433203
8.75,0.0076722
8.90625,0.00594343
9.0625,0.0058121
9.21875,0.00602174
9.375,0.00522501
9.53125,0.0110999
9.6875,0.00769457
9.84375,0.00923617
10,0.0100169
10.15625,0.00399727
10.3125,0.00423602
10.46875,0.0090582
10.625,0.00417758
10.78125,0.00775342
10.9375,0.00866228
11.09375,0.00418976
11.25,0.0101557
11.40625,0.0100019
11.5625,0.00465594
11.71875,0.00654993
11.875,0.00775627
12.03125,0.00960945
12.1875,0.00462878
12.34375,0.00617125
12.5,0.00618077
12.65625,0.00762864
12.8125,0.0038634
12.96875,0.0108646
13.125,0.0112802
13.28125,0.00812499
13.4375,0.00860778
13.59375,0.0100496
13.75,0.0102519
13.90625,0.00826732
14.0625,0.0104927
14.21875,0.00978177
14.375,0.00629796
14.53125,0.00946775
14.6875,0.00618747
14.84375,0.00732619
15,0.00726695
15.15625,0.00392591
15.3125,0.00492199
15.46875,0.0048025
15.625,0.00429072
15.78125,0.00680825
15.9375,0.0104387
16.09375,0.00602141
16.25,0.00919456
16.40625,0.00601635
16.5625,0.00636731
16.71875,0.00691036
16.875,0.0111885
17.03125,0.00717735
17.1875,0.0112141
17.34375,0.00784354
17.5,0.00941435
17.65625,0.00383199
